-596.082	0.090	11636326cytbx_znh2_0233
-596.073	0.093	11636343cytbx_znh19_0201
-596.071	0.088	11636331cytbx_znh7_0120
-596.060	0.090	11636337cytbx_znh13_0229
-596.046	0.082	11636341cytbx_znh17_0424
-596.041	0.106	11636326cytbx_znh2_0360
-596.040	0.083	11636328cytbx_znh4_0321
-596.013	0.087	11636338cytbx_znh14_0035
-596.009	0.092	11636328cytbx_znh4_0032
-595.999	0.091	11636328cytbx_znh4_0464
-595.997	0.093	11636336cytbx_znh12_0103
-595.996	0.082	11636341cytbx_znh17_0125
-595.993	0.086	11636328cytbx_znh4_0177
-595.971	0.093	11636338cytbx_znh14_0473
-595.963	0.100	11636340cytbx_znh16_0380
-595.956	0.084	11636332cytbx_znh8_0201
-595.940	0.096	11636342cytbx_znh18_0177
-595.932	0.084	11636337cytbx_znh13_0383
-595.928	0.081	11636317cytbx_znh20_0295
-595.926	0.084	11636337cytbx_znh13_0246
-595.923	0.087	11636337cytbx_znh13_0057
-595.909	0.092	11636332cytbx_znh8_0054
-595.888	0.094	11636317cytbx_znh20_0334
-595.887	0.099	11636336cytbx_znh12_0397
-595.886	0.094	11636328cytbx_znh4_0008
-595.866	0.095	11636326cytbx_znh2_0084
-595.862	0.093	11636343cytbx_znh19_0240
-595.859	0.088	11636340cytbx_znh16_0200
-595.858	0.093	11636341cytbx_znh17_0121
-595.857	0.091	11636334cytbx_znh10_0275
-595.854	0.083	11636338cytbx_znh14_0323
-595.852	0.096	11636340cytbx_znh16_0459
-595.843	0.095	11636337cytbx_znh13_0157
-595.830	0.092	11636330cytbx_znh6_0074
-595.824	0.105	11636336cytbx_znh12_0182
-595.814	0.090	11636336cytbx_znh12_0485
-595.808	0.077	11636338cytbx_znh14_0178
-595.807	0.081	11636339cytbx_znh15_0473
-595.796	0.092	11636325cytbx_znh1_0429
-595.790	0.090	11636340cytbx_znh16_0444
-595.772	0.094	11636333cytbx_znh9_0349
-595.765	0.091	11636343cytbx_znh19_0032
-595.753	0.090	11636342cytbx_znh18_0460
-595.753	0.093	11636325cytbx_znh1_0350
-595.751	0.095	11636328cytbx_znh4_0317
-595.739	0.095	11636331cytbx_znh7_0267
-595.730	0.093	11636331cytbx_znh7_0176
-595.727	0.092	11636340cytbx_znh16_0156
-595.701	0.095	11636337cytbx_znh13_0184
-595.700	0.106	11636343cytbx_znh19_0437
-595.698	0.099	11636328cytbx_znh4_0416
-595.687	0.089	11636325cytbx_znh1_0096
-595.651	0.085	11636338cytbx_znh14_0059
-595.641	0.074	11636334cytbx_znh10_0036
-595.637	0.102	11636328cytbx_znh4_0060
-595.636	0.091	11636339cytbx_znh15_0271
-595.633	0.085	11636341cytbx_znh17_0258
-595.633	0.090	11636342cytbx_znh18_0467
-595.633	0.091	11636336cytbx_znh12_0307
-595.628	0.089	11636341cytbx_znh17_0095
-595.626	0.077	11636343cytbx_znh19_0052
-595.619	0.087	11636339cytbx_znh15_0102
-595.614	0.084	11636339cytbx_znh15_0180
-595.610	0.097	11636338cytbx_znh14_0194
-595.600	0.081	11636337cytbx_znh13_0068
-595.597	0.093	11636339cytbx_znh15_0172
-595.596	0.094	11636331cytbx_znh7_0477
-595.584	0.094	11636325cytbx_znh1_0026
-595.579	0.095	11636340cytbx_znh16_0251
-595.575	0.090	11636340cytbx_znh16_0410
-595.552	0.093	11636334cytbx_znh10_0166
-595.537	0.099	11636328cytbx_znh4_0476
-595.529	0.086	11636343cytbx_znh19_0159
-595.525	0.092	11636325cytbx_znh1_0049
-595.481	0.094	11636325cytbx_znh1_0483
-595.466	0.095	11636317cytbx_znh20_0408
-595.442	0.100	11636338cytbx_znh14_0356
-595.436	0.092	11636334cytbx_znh10_0395
-595.430	0.092	11636326cytbx_znh2_0438
